carat,clarity,color,cut,xdimension,ydimension,zdimension,depth,table,price
0.6, VVS2, G, GOOD,5.5,5.49,3.4109000000000025,62.24800000000004,58.0,2800.0
0.549999999999999, SI1, F, VERY GOOD,5.3,5.31,3.3,62.0,57.0,2700.0
0.95, IF, D, IDEAL,6.3,6.29619999999999,3.9,62.6,58.0,9400.0
1.05, SI2, J, GOOD,6.6,6.58,4.091599999999997,62.7,57.82,8500.0
0.7780000000000002, I1, G, FAIR,5.9,5.9024999999999945,3.65,61.9,55.0,2200.0
0.45, SI2, H, IDEAL,4.8,4.82,3.01,62.1,56.0,1500.0
0.8569999999999993, IF, F, PREMIUM,6.2,6.188199999999998,3.84,61.9,58.0,5900.0
0.85, VVS1, I, GOOD,5.8,5.82,3.6242999999999967,62.2,55.0,4800.0
0.95, VVS2, D, GOOD,6.3,6.31,3.91,62.4,57.05,7300.0
0.8029999999999997, SI1, E, FAIR,6.0,6.01,3.7087999999999988,62.306999999999945,54.0,2700.0
0.35, IF, G, VERY GOOD,4.6,4.554099999999996,2.85,62.0,57.0,1400.0
0.55, VVS2, J, IDEAL,5.4,5.410800000000003,3.35,62.3,56.0,2600.0
0.4069999999999995, I1, D, GOOD,4.8,4.79,2.96,61.8,55.23,1200.0
1.05, VVS1, F, PREMIUM,6.7,6.69,4.13,62.50000000000003,58.0,9500.0
0.75, SI2, G, GOOD,5.7,5.71,3.5413999999999963,62.5,57.0,3800.0
0.65, SI1, COLORLESS, VERY GOOD,5.6,5.58,3.48,62.6,56.84,3300.0
1.4, VVS2, H, GOOD,7.1,7.115899999999998,4.39,62.7,59.0,11200.0
0.3, I1, I, FAIR,4.4,4.41,2.672999999999999,62.1,55.0,600.0
0.5, VVS1, E, PREMIUM,5.2,5.22,3.2148000000000025,62.26700000000009,58.0,2900.0
1.3, SI2, F, GOOD,6.9,6.901299999999999,4.26,62.3,57.0,9900.0
1.1520000000000017, VVS2, D, GOOD,6.8,6.81,4.21,62.43500000000001,59.0,8100.0
0.4, SI1, J, VERY GOOD,4.8,4.78,2.96,62.2,55.95,1400.0
1.15, IF, G, IDEAL,6.5,6.520599999999994,4.02,62.0,58.0,9800.0
0.7495000000000003, I1, H, GOOD,5.9,5.88,3.63,62.4,55.78,2100.0
0.55, SI2, I, FAIR,5.3,5.302400000000006,3.29,62.1,54.0,1700.0
0.6, VVS2, D, PREMIUM,5.6,5.58,3.48,62.38099999999998,57.0,3700.0
0.8494999999999995, SI1, F, VERY GOOD,6.1,6.12,3.7818999999999927,62.1,59.0,5000.0
0.35, I1, G, IDEAL,4.5,4.52,2.79,62.0,56.03,900.0
0.75, VVS1, H, GOOD,5.8,5.81,3.595199999999997,62.3,56.0,4600.0
0.7775000000000003, SI2, E, FAIR,5.9,5.905999999999994,3.64,62.2,54.0,2500.0
1.05, IF, I, PREMIUM,6.6,6.59,4.09,62.501999999999995,58.0,9600.0
0.4, VVS2, J, GOOD,4.7,4.69,2.91,62.1,56.8,1800.0
0.55, I1, G, VERY GOOD,5.3,5.302800000000004,3.28,62.4,57.0,2300.0
1.1185, VVS1, H, IDEAL,6.8,6.79,4.21,62.2,57.38,7900.0
0.7, SI2, D, GOOD,5.7,5.69,3.53,62.5,57.15,4000.0
0.9, SI1, COLORLESS, PREMIUM,6.2,6.22,3.8519999999999994,62.3,59.0,6600.0
0.5, VVS2, F, GOOD,5.2,5.217300000000005,3.22,62.6,58.0,3100.0
0.45, I1, I, FAIR,4.8,4.81,2.98,61.94300000000004,54.0,1100.0
1.2, VVS1, E, PREMIUM,6.8,6.825999999999997,4.2,62.7,58.0,10200.0
0.65, SI2, G, GOOD,5.6,5.59,3.47,62.42099999999999,57.0,3500.0
0.55, VVS2, D, VERY GOOD,5.4,5.390099999999999,3.34,62.4,56.0,2800.0
1.3, SI1, H, IDEAL,6.9,6.92,4.2893,62.8,59.0,9900.0
0.75, IF, F, GOOD,5.9,5.8918,3.65,62.5,57.0,4700.0
0.7919999999999995, I1, E, FAIR,6.0,5.999999999999993,3.71,62.6,55.0,2600.0
0.5, SI2, I, VERY GOOD,5.1,5.120500000000005,3.17,62.1,56.0,2200.0
0.85, VVS2, E, PREMIUM,6.0,6.03,3.73,62.210999999999956,58.0,6500.0
0.7165000000000009, I1, G, IDEAL,5.7,5.742499999999998,3.56,62.4,56.0,1900.0
1.1, SI2, H, FAIR,6.6,6.58,4.080499999999996,62.5,54.0,7100.0
0.9495000000000015, VVS1, D, GOOD,6.3,6.32,3.92,62.45099999999998,57.0,7800.0
0.9, SI1, I, VERY GOOD,6.2,6.211800000000004,3.85,62.2,59.0,6700.0
0.5, VVS2, F, PREMIUM,5.2,5.23,3.218700000000004,62.1,58.0,3200.0
0.6230000000000001, I1, COLORLESS, GOOD,5.5,5.5035000000000025,3.41,62.3,56.0,2400.0
0.4, IF, G, IDEAL,4.7,4.69,2.91,62.25400000000001,57.0,2600.0
1.15, VVS2, H, FAIR,6.7,6.71,4.14,62.6,57.74,9200.0
0.7200000000000008, SI2, E, VERY GOOD,5.8,5.81,3.5772999999999975,62.43400000000004,55.0,3000.0
0.7, SI1, I, PREMIUM,5.7,5.68,3.53,62.7,58.0,4100.0
0.65, VVS1, D, GOOD,5.6,5.57,3.4673,62.4,56.0,3600.0
1.25, IF, G, IDEAL,6.8,6.819999999999996,4.21,62.27299999999995,59.0,10300.0
0.55, I1, F, FAIR,5.3,5.303000000000005,3.28,62.1,54.0,2300.0
0.6, SI2, E, PREMIUM,5.5,5.49,3.4140000000000033,62.2,57.0,3400.0
0.9540000000000015, VVS2, D, GOOD,6.4,6.42,3.97,62.48299999999999,55.87,8000.0
0.75, SI1, I, VERY GOOD,5.9,5.88,3.65,62.3,56.99,4400.0
1.4, VVS1, E, PREMIUM,7.1,7.114799999999999,4.4,62.7,58.0,11500.0
0.7435000000000003, I1, F, GOOD,5.9,5.89,3.634399999999996,62.8,55.0,2500.0
0.45, SI2, H, IDEAL,4.8,4.79,2.97,61.98100000000004,56.0,1500.0
0.95, SI2, G, VERY GOOD,6.3,6.31,3.92,62.44300000000001,56.0,6800.0
1.05, I1, COLORLESS, PREMIUM,6.7,6.68,4.1392999999999915,62.5,57.0,7300.0
0.55, VVS1, H, GOOD,5.3,5.29,3.285399999999998,62.1,58.0,3100.0
0.65, SI2, I, FAIR,5.6,5.59,3.46,62.46799999999999,56.0,3300.0
1.0715000000000001, VVS2, E, PREMIUM,6.5,6.51,4.03,62.3,57.76,7700.0
0.8, IF, F, GOOD,6.0,6.018999999999992,3.72,62.46599999999995,57.0,5900.0
1.15, SI1, G, VERY GOOD,6.8,6.82,4.21,62.6,58.0,9300.0
0.9510000000000016, VVS2, D, FAIR,6.4,6.413599999999999,3.97,62.4,57.07,7900.0
0.7, SI2, H, IDEAL,5.7,5.68,3.52,62.5,57.07,4200.0
1.3, I1, I, PREMIUM,7.0,6.977399999999994,4.33,62.7,56.0,9800.0
0.4, VVS1, F, GOOD,4.8,4.77,2.96,62.38999999999998,55.0,2700.0
0.6319999999999998, SI2, E, GOOD,5.6,5.58,3.462800000000005,62.2,59.0,2900.0
0.85, IF, D, VERY GOOD,6.1,6.09,3.78,62.300999999999966,56.0,6500.0
1.2, VVS2, G, FAIR,6.9,6.89,4.272999999999995,62.8,54.0,10100.0
0.5, SI1, H, PREMIUM,5.1,5.129800000000005,3.16,62.3,57.0,3000.0
1.05, I1, I, VERY GOOD,6.6,6.59,4.08,62.54199999999999,58.0,7400.0
0.45, VVS2, E, GOOD,4.9,4.885199999999997,3.02,62.4,55.0,2600.0
0.75, SI2, F, IDEAL,5.8,5.77,3.59,62.385000000000055,56.0,4600.0
0.9355000000000011, IF, G, PREMIUM,6.3,6.28,3.9067999999999987,62.5,57.0,7200.0
0.6, VVS1, H, GOOD,5.5,5.49,3.413700000000003,62.1,56.0,3600.0
0.9, SI2, H, PREMIUM,6.2,6.21,3.84,62.20699999999995,59.0,6800.0
1.1, VVS1, E, VERY GOOD,6.7,6.702700000000002,4.15,62.2,56.0,9500.0
1.042499999999999, IF, I, GOOD,6.5,6.52,4.04,62.552999999999955,58.0,7600.0
0.45, SI1, F, FAIR,4.9,4.88,3.0129999999999995,62.5,54.0,2100.0
0.7, VVS2, G, IDEAL,5.7,5.6968000000000005,3.54,62.4,55.0,4300.0
0.5504999999999991, I1, COLORLESS, PREMIUM,5.4,5.41,3.35,62.244000000000014,56.0,2200.0
0.8, VVS2, H, VERY GOOD,6.0,6.021199999999991,3.72,62.7,57.0,6300.0
1.25, SI2, D, GOOD,6.9,6.900999999999998,4.26,62.38000000000007,58.0,10400.0
0.55, SI1, I, FAIR,5.4,5.39,3.33,62.6,56.77,2800.0
0.9095000000000009, VVS1, E, PREMIUM,6.3,6.2875999999999985,3.9,62.3,59.0,7800.0
0.65, I1, G, VERY GOOD,5.6,5.57,3.47,62.43799999999997,56.0,3400.0
1.3, SI2, H, FAIR,7.0,6.9806999999999935,4.33,62.7,58.0,10200.0
0.5, VVS1, I, IDEAL,5.2,5.19,3.2089000000000003,62.8,55.0,3200.0
0.85, SI2, F, VERY GOOD,6.1,6.11,3.78,62.31299999999994,57.0,6400.0
0.6389999999999995, I1, G, GOOD,5.6,5.5803999999999965,3.46,62.4,59.0,2300.0
1.05, VVS2, E, IDEAL,6.6,6.62,4.09,62.6,57.87,9300.0
0.4, SI1, F, FAIR,4.7,4.691799999999998,2.92,62.1,56.0,2400.0
1.2, VVS1, G, PREMIUM,6.8,6.8218999999999985,4.2,62.11099999999991,58.0,10100.0
0.7475000000000003, I1, H, VERY GOOD,5.9,5.88,3.65,62.5,57.0,2600.0
0.75, SI2, I, GOOD,5.9,5.89,3.64,62.53899999999996,56.0,4500.0
0.95, VVS2, G, IDEAL,6.4,6.41,3.97,62.37999999999997,58.0,6900.0
1.15, SI1, F, VERY GOOD,6.9,6.88,4.27,62.41599999999996,56.0,9600.0
0.55, VVS1, H, FAIR,5.3,5.299300000000006,3.29,62.3,59.0,3100.0
1.0504999999999993, IF, I, PREMIUM,6.5,6.52,4.03,62.6,57.67,7700.0
0.65, SI2, E, GOOD,5.6,5.58,3.47,62.476000000000006,56.0,3300.0
0.8, I1, G, FAIR,6.1,6.08,3.7708999999999953,62.5,57.0,4000.0
1.045999999999999, VVS2, H, PREMIUM,6.5,6.53,4.04,62.7,58.0,7900.0
1.3, SI1, COLORLESS, VERY GOOD,7.1,7.079399999999996,4.39,62.713999999999984,56.0,10300.0
0.7, VVS1, I, FAIR,5.8,5.77,3.59,62.42999999999999,55.0,4300.0
0.4, SI2, F, PREMIUM,4.8,4.78,2.9564,62.4,58.0,2100.0
1.05, I1, G, GOOD,6.7,6.68,4.14,62.50500000000001,56.0,7400.0
0.85, VVS2, H, FAIR,6.2,6.21,3.847299999999994,62.2,57.0,6500.0
0.7020000000000012, SI1, I, VERY GOOD,5.7,5.69,3.52,62.8,56.75,4100.0
0.45, VVS1, G, IDEAL,4.9,4.8879,3.03,62.1,59.0,2600.0
1.2, SI2, F, PREMIUM,6.9,6.88,4.27,62.5,56.0,10100.0
0.5, VVS1, I, FAIR,5.1,5.12,3.175000000000001,62.6,57.0,3200.0
0.6, SI1, G, VERY GOOD,5.5,5.52,3.42,62.217,56.0,3500.0
1.4, VVS2, H, GOOD,7.2,7.140899999999995,4.45,62.7,58.0,12000.0
0.9550000000000015, IF, I, FAIR,6.4,6.41,3.97,62.49100000000001,55.0,8000.0
0.75, SI1, F, PREMIUM,5.9,5.91,3.66,62.3,59.0,4600.0
1.1, VVS2, F, FAIR,6.8,6.79,4.21,62.324999999999925,57.0,9400.0
0.4, SI1, I, PREMIUM,4.7,4.69,2.9122999999999997,62.2,55.0,2200.0
0.5504999999999991, I1, G, VERY GOOD,5.4,5.43,3.35,62.30899999999996,59.0,2400.0
0.75, VVS1, H, GOOD,5.9,5.89,3.642499999999993,62.7,56.0,4400.0
1.35, SI2, E, IDEAL,7.2,7.135199999999995,4.46,62.8,57.0,10700.0
1.0639999999999983, VVS1, I, FAIR,6.6,6.61,4.09,62.6,55.0,7900.0
0.9, SI2, G, PREMIUM,6.3,6.31,3.9,62.25399999999996,58.0,6900.0
0.6, IF, H, VERY GOOD,5.5,5.49,3.41,62.20500000000005,56.0,3600.0
0.711000000000001, I1, I, IDEAL,5.7,5.691699999999997,3.53,62.4,57.0,2500.0
0.85, VVS2, F, PREMIUM,6.2,6.200500000000001,3.84,62.175999999999995,59.0,6600.0
1.25, SI2, G, FAIR,6.9,6.91,4.264199999999995,62.3,58.0,10500.0
0.5, VVS1, H, VERY GOOD,5.2,5.225200000000005,3.22,62.1,57.0,3100.0
0.95, SI2, D, GOOD,6.4,6.38,3.96,62.47599999999999,56.0,7100.0
0.9310000000000013, IF, I, VERY GOOD,6.4,6.4083000000000006,3.98,62.2,58.0,7600.0
0.45, VVS1, E, PREMIUM,4.8,4.81,2.979199999999998,62.5,55.0,2500.0
1.3, SI1, G, IDEAL,7.0,7.01,4.34,62.707999999999984,57.0,9900.0
1.051499999999998, VVS2, H, FAIR,6.6,6.62,4.089099999999994,62.6,58.0,8100.0
0.7, SI2, I, VERY GOOD,5.8,5.77,3.58,62.46199999999999,56.0,4200.0
0.55, VVS1, F, GOOD,5.4,5.38,3.337299999999999,62.4,59.0,3300.0
1.2, I1, G, PREMIUM,6.8,6.81,4.21,62.7,57.85,10100.0
1.05, VVS2, F, VERY GOOD,6.6,6.65,4.11,62.58600000000004,58.0,9200.0
0.35, SI1, I, PREMIUM,4.5,4.49,2.7756,62.3,56.0,2100.0
0.5, I1, G, IDEAL,5.2,5.24,3.23,62.24600000000006,57.0,170000.0
0.8, VVS1, H, FAIR,6.0,6.01,3.72,62.32099999999997,58.0,4900.0
1.4, SI2, D, VERY GOOD,7.3,7.175599999999991,4.5,62.6,59.0,350000.0
1.0519999999999992, VVS1, H, GOOD,6.5,6.52,4.03,62.6,57.42,7900.0
0.5, SI2, E, PREMIUM,5.1,5.11,3.1742000000000012,62.5,55.0,2900.0
0.9, IF, G, VERY GOOD,6.3,6.285199999999998,3.9,62.22899999999998,57.0,260000.0
1.35, I1, I, IDEAL,7.1,7.12,4.4,62.70400000000001,56.0,9900.0
1.144, VVS2, D, FAIR,6.7,6.706900000000002,4.14,62.2,59.0,300000.0
0.65, SI2, F, VERY GOOD,5.5,5.505300000000003,3.41,62.30099999999999,57.0,3400.0
1.15, VVS1, G, PREMIUM,6.8,6.85,4.23,62.7,57.89,9800.0
0.4, SI2, H, FAIR,4.7,4.690499999999998,2.91,62.1,58.0,2000.0
0.9295000000000014, VVS2, E, GOOD,6.3,6.298699999999994,3.9,62.30299999999997,58.0,7700.0
0.95, SI1, G, IDEAL,6.4,6.42,3.96,62.475,56.0,7100.0
0.45, SI1, F, VERY GOOD,4.9,4.89,3.014899999999999,62.4,59.0,2300.0
1.25, VVS2, H, GOOD,6.9,6.891799999999995,4.27,62.455000000000055,55.0,10400.0
0.55, I1, I, PREMIUM,5.3,5.2983000000000064,3.28,62.3,57.0,150000.0
0.85, SI2, E, FAIR,6.1,6.13,3.78,62.16399999999996,58.0,6300.0
0.9560000000000015, VVS1, G, VERY GOOD,6.4,6.43,3.97,62.5,56.53,7500.0
