carat,clarity,color,cut,xdimension,ydimension,zdimension,depth,table,price
0.7989999999999999, I1, E, FAIR,6.0,5.829705882352942,3.71,62.6,55.0,2600.0
0.5, SI2, I, VERY GOOD,5.1,5.829705882352942,3.17,62.1,56.0,2200.0
0.85, VVS2, E, PREMIUM,6.0,6.03,3.73,62.31654135338345,58.0,6500.0
0.7989999999999999, I1, G, IDEAL,5.7,5.829705882352942,3.56,62.4,56.0,1900.0
1.1, SI2, H, FAIR,6.6,6.58,3.6946710526315782,62.5,54.0,7100.0
0.7989999999999999, VVS1, D, GOOD,6.3,6.32,3.92,62.31654135338345,57.0,7800.0
0.9, SI1, I, VERY GOOD,6.2,5.829705882352942,3.85,62.2,59.0,6700.0
0.5, VVS2, F, PREMIUM,5.2,5.23,3.6946710526315782,62.1,58.0,3200.0
0.7989999999999999, I1, COLORLESS, GOOD,5.5,5.829705882352942,3.41,62.3,56.0,2400.0
1.15, VVS2, H, FAIR,6.7,6.71,4.14,62.6,56.91017964071856,9200.0
0.7989999999999999, SI2, E, VERY GOOD,5.8,5.81,3.6946710526315782,62.31654135338345,55.0,3000.0
0.7, SI1, I, PREMIUM,5.7,5.68,3.53,62.7,58.0,4100.0
0.65, VVS1, D, GOOD,5.6,5.57,3.6946710526315782,62.4,56.0,3600.0
1.25, IF, G, IDEAL,6.8,5.829705882352942,4.21,62.31654135338345,59.0,10300.0
0.55, I1, F, FAIR,5.3,5.829705882352942,3.28,62.1,54.0,2300.0
0.6, SI2, E, PREMIUM,5.5,5.49,3.6946710526315782,62.2,57.0,3400.0
0.7989999999999999, VVS2, D, GOOD,6.4,6.42,3.97,62.31654135338345,56.91017964071856,8000.0
0.75, SI1, I, VERY GOOD,5.9,5.88,3.65,62.3,56.91017964071856,4400.0
1.4, VVS1, E, PREMIUM,7.1,5.829705882352942,4.4,62.7,58.0,11500.0
0.7989999999999999, I1, F, GOOD,5.9,5.89,3.6946710526315782,62.8,55.0,2500.0
0.45, SI2, H, IDEAL,4.8,4.79,2.97,62.31654135338345,56.0,1500.0
0.95, SI2, G, VERY GOOD,6.3,6.31,3.92,62.31654135338345,56.0,6800.0
1.05, I1, COLORLESS, PREMIUM,6.7,6.68,3.6946710526315782,62.5,57.0,7300.0
0.55, VVS1, H, GOOD,5.3,5.29,3.6946710526315782,62.1,58.0,3100.0
0.65, SI2, I, FAIR,5.6,5.59,3.46,62.31654135338345,56.0,3300.0
0.7989999999999999, VVS2, E, PREMIUM,6.5,6.51,4.03,62.3,56.91017964071856,7700.0
0.8, IF, F, GOOD,6.0,5.829705882352942,3.72,62.31654135338345,57.0,5900.0
1.15, SI1, G, VERY GOOD,6.8,6.82,4.21,62.6,58.0,9300.0
0.7989999999999999, VVS2, D, FAIR,6.4,5.829705882352942,3.97,62.4,56.91017964071856,7900.0
0.7, SI2, H, IDEAL,5.7,5.68,3.52,62.5,56.91017964071856,4200.0
1.3, I1, I, PREMIUM,7.0,5.829705882352942,4.33,62.7,56.0,9800.0
0.4, VVS1, F, GOOD,4.8,4.77,2.96,62.31654135338345,55.0,2700.0
0.7989999999999999, SI2, E, GOOD,5.6,5.58,3.6946710526315782,62.2,59.0,2900.0
0.85, IF, D, VERY GOOD,6.1,6.09,3.78,62.31654135338345,56.0,6500.0
1.2, VVS2, G, FAIR,6.9,6.89,3.6946710526315782,62.8,54.0,10100.0
0.5, SI1, H, PREMIUM,5.1,5.829705882352942,3.16,62.3,57.0,3000.0
1.05, I1, I, VERY GOOD,6.6,6.59,4.08,62.31654135338345,58.0,7400.0
0.45, VVS2, E, GOOD,4.9,5.829705882352942,3.02,62.4,55.0,2600.0
0.75, SI2, F, IDEAL,5.8,5.77,3.59,62.31654135338345,56.0,4600.0
0.7989999999999999, IF, G, PREMIUM,6.3,6.28,3.6946710526315782,62.5,57.0,7200.0
0.6, VVS1, H, GOOD,5.5,5.49,3.6946710526315782,62.1,56.0,3600.0
0.9, SI2, H, PREMIUM,6.2,6.21,3.84,62.31654135338345,59.0,6800.0
1.1, VVS1, E, VERY GOOD,6.7,5.829705882352942,4.15,62.2,56.0,9500.0
0.7989999999999999, IF, I, GOOD,6.5,6.52,4.04,62.31654135338345,58.0,7600.0
0.45, SI1, F, FAIR,4.9,4.88,3.6946710526315782,62.5,54.0,2100.0
0.7, VVS2, G, IDEAL,5.7,5.829705882352942,3.54,62.4,55.0,4300.0
0.7989999999999999, I1, COLORLESS, PREMIUM,5.4,5.41,3.35,62.31654135338345,56.0,2200.0
0.8, VVS2, H, VERY GOOD,6.0,5.829705882352942,3.72,62.7,57.0,6300.0
1.25, SI2, D, GOOD,6.9,5.829705882352942,4.26,62.31654135338345,58.0,10400.0
0.55, SI1, I, FAIR,5.4,5.39,3.33,62.6,56.91017964071856,2800.0
0.7989999999999999, VVS1, E, PREMIUM,6.3,5.829705882352942,3.9,62.3,59.0,7800.0
0.65, I1, G, VERY GOOD,5.6,5.57,3.47,62.31654135338345,56.0,3400.0
1.3, SI2, H, FAIR,7.0,5.829705882352942,4.33,62.7,58.0,10200.0
0.5, VVS1, I, IDEAL,5.2,5.19,3.6946710526315782,62.8,55.0,3200.0
0.85, SI2, F, VERY GOOD,6.1,6.11,3.78,62.31654135338345,57.0,6400.0
0.7989999999999999, I1, G, GOOD,5.6,5.829705882352942,3.46,62.4,59.0,2300.0
1.05, VVS2, E, IDEAL,6.6,6.62,4.09,62.6,56.91017964071856,9300.0
0.4, SI1, F, FAIR,4.7,5.829705882352942,2.92,62.1,56.0,2400.0
1.2, VVS1, G, PREMIUM,6.8,5.829705882352942,4.2,62.31654135338345,58.0,10100.0
0.7989999999999999, I1, H, VERY GOOD,5.9,5.88,3.65,62.5,57.0,2600.0
0.75, SI2, I, GOOD,5.9,5.89,3.64,62.31654135338345,56.0,4500.0
0.95, VVS2, G, IDEAL,6.4,6.41,3.97,62.31654135338345,58.0,6900.0
1.15, SI1, F, VERY GOOD,6.9,6.88,4.27,62.31654135338345,56.0,9600.0
0.55, VVS1, H, FAIR,5.3,5.829705882352942,3.29,62.3,59.0,3100.0
0.7989999999999999, IF, I, PREMIUM,6.5,6.52,4.03,62.6,56.91017964071856,7700.0
0.65, SI2, E, GOOD,5.6,5.58,3.47,62.31654135338345,56.0,3300.0
0.8, I1, G, FAIR,6.1,6.08,3.6946710526315782,62.5,57.0,4000.0
0.7989999999999999, VVS2, H, PREMIUM,6.5,6.53,4.04,62.7,58.0,7900.0
1.3, SI1, COLORLESS, VERY GOOD,7.1,5.829705882352942,4.39,62.31654135338345,56.0,10300.0
0.7, VVS1, I, FAIR,5.8,5.77,3.59,62.31654135338345,55.0,4300.0
0.4, SI2, F, PREMIUM,4.8,4.78,3.6946710526315782,62.4,58.0,2100.0
1.05, I1, G, GOOD,6.7,6.68,4.14,62.31654135338345,56.0,7400.0
0.85, VVS2, H, FAIR,6.2,6.21,3.6946710526315782,62.2,57.0,6500.0
0.7989999999999999, SI1, I, VERY GOOD,5.7,5.69,3.52,62.8,56.91017964071856,4100.0
0.45, VVS1, G, IDEAL,4.9,5.829705882352942,3.03,62.1,59.0,2600.0
1.2, SI2, F, PREMIUM,6.9,6.88,4.27,62.5,56.0,10100.0
0.5, VVS1, I, FAIR,5.1,5.12,3.6946710526315782,62.6,57.0,3200.0
0.6, SI1, G, VERY GOOD,5.5,5.52,3.42,62.31654135338345,56.0,3500.0
1.4, VVS2, H, GOOD,7.2,5.829705882352942,4.45,62.7,58.0,12000.0
0.7989999999999999, IF, I, FAIR,6.4,6.41,3.97,62.31654135338345,55.0,8000.0
0.75, SI1, F, PREMIUM,5.9,5.91,3.66,62.3,59.0,4600.0
1.1, VVS2, F, FAIR,6.8,6.79,4.21,62.31654135338345,57.0,9400.0
0.7989999999999999, I1, G, VERY GOOD,5.4,5.43,3.35,62.31654135338345,59.0,2400.0
0.75, VVS1, H, GOOD,5.9,5.89,3.6946710526315782,62.7,56.0,4400.0
1.35, SI2, E, IDEAL,7.2,5.829705882352942,4.46,62.8,57.0,10700.0
0.7989999999999999, VVS1, I, FAIR,6.6,6.61,4.09,62.6,55.0,7900.0
0.9, SI2, G, PREMIUM,6.3,6.31,3.9,62.31654135338345,58.0,6900.0
0.6, IF, H, VERY GOOD,5.5,5.49,3.41,62.31654135338345,56.0,3600.0
0.7989999999999999, I1, I, IDEAL,5.7,5.829705882352942,3.53,62.4,57.0,2500.0
0.85, VVS2, F, PREMIUM,6.2,5.829705882352942,3.84,62.31654135338345,59.0,6600.0
1.25, SI2, G, FAIR,6.9,6.91,3.6946710526315782,62.3,58.0,10500.0
0.5, VVS1, H, VERY GOOD,5.2,5.829705882352942,3.22,62.1,57.0,3100.0
0.95, SI2, D, GOOD,6.4,6.38,3.96,62.31654135338345,56.0,7100.0
0.7989999999999999, IF, I, VERY GOOD,6.4,5.829705882352942,3.98,62.2,58.0,7600.0
0.45, VVS1, E, PREMIUM,4.8,4.81,3.6946710526315782,62.5,55.0,2500.0
0.7989999999999999, VVS2, H, FAIR,6.6,6.62,3.6946710526315782,62.6,58.0,8100.0
0.7, SI2, I, VERY GOOD,5.8,5.77,3.58,62.31654135338345,56.0,4200.0
0.55, VVS1, F, GOOD,5.4,5.38,3.6946710526315782,62.4,59.0,3300.0
1.2, I1, G, PREMIUM,6.8,6.81,4.21,62.7,56.91017964071856,10100.0
1.05, VVS2, F, VERY GOOD,6.6,6.65,4.11,62.31654135338345,58.0,9200.0
0.8, VVS1, H, FAIR,6.0,6.01,3.72,62.31654135338345,58.0,4900.0
0.7989999999999999, VVS1, H, GOOD,6.5,6.52,4.03,62.6,56.91017964071856,7900.0
0.5, SI2, E, PREMIUM,5.1,5.11,3.6946710526315782,62.5,55.0,2900.0
0.65, SI2, F, VERY GOOD,5.5,5.829705882352942,3.41,62.31654135338345,57.0,3400.0
1.15, VVS1, G, PREMIUM,6.8,6.85,4.23,62.7,56.91017964071856,9800.0
0.4, SI2, H, FAIR,4.7,5.829705882352942,2.91,62.1,58.0,2000.0
0.7989999999999999, VVS2, E, GOOD,6.3,5.829705882352942,3.9,62.31654135338345,58.0,7700.0
0.95, SI1, G, IDEAL,6.4,6.42,3.96,62.31654135338345,56.0,7100.0
0.45, SI1, F, VERY GOOD,4.9,4.89,3.6946710526315782,62.4,59.0,2300.0
1.25, VVS2, H, GOOD,6.9,5.829705882352942,4.27,62.31654135338345,55.0,10400.0
0.85, SI2, E, FAIR,6.1,6.13,3.78,62.31654135338345,58.0,6300.0
0.7989999999999999, VVS1, G, VERY GOOD,6.4,6.43,3.97,62.5,56.91017964071856,7500.0
